source,query,topic_id,post_id,url,title,created_at,author_hash,reply_count,views,like_count,text,word_count,mentions_s4hana,mentions_fiori,mentions_uipath,mentions_sap_gui,T1_ui_selector_breakage,T2_data_model_transaction_change,T3_auth_landscape_access,T4_timing_reliability,T5_adaptation_method,T6_governance_change_management,T7_business_impact,T8_strategy_decision,suggested_theme_count
uipath_forum,"""SAP S/4HANA"" ""UiPath""",329818,990326,https://forum.uipath.com/t/process-automation-in-sap-s-4hana-hopes-drivers-and-action/329818/1,"Process Automation in SAP S/4HANA® – Hopes, Drivers, and Action",2021-07-14T18:17:08.332Z,bbc5e661e106c6dc,0,801,,"Tanja Breitling-Zboril is Senior Manager of Partner and Alliance Management at UiPath . In a recent study sponsored by UiPath , SAPinsider surveyed 204 SAP® customers about their automation journey with SAP S/4HANA, what drives them to automate, and the results they expect from automating SAP processes. What is driving automation? Fifty-six percent of respondents said that they already use Robotic Process Automation (RPA) platforms. The two key drivers for automation are: Empowering employees to focus on higher-value activities while freeing them from mundane tasks Optimizing processes as part of planned S/4HANA migrations Respondents mentioned that their employees’ and coworkers’ amount of work was continuously increasing while having only limited resources. In order to keep up with the increased workloads, automation helps maximize productivity by reducing the time spent on repetitive tasks. An SAP S/4HANA migration is seen as an opportunity to start fresh with optimized and automated processes. When it comes to RPA and business process management (BPM) products, the majority of customers are choosing products from third-party vendors over products from SAP directly. According to the survey results, automation is mostly applied in finance (56% of respondents), supply-chain (43%), and SAP S/4HANA migrations (39%). What are the top strategies to meet the business drivers? The survey results also identified the top three strategies for customers to achieve their automation objectives. 1. Integrating automation capabilities across SAP and non-SAP applications The top strategy by far is integrating automation capabilities across both SAP and non-SAP systems. Fifty-eight percent of respondents reported this as the key strategy. This is in line with feedback that I regularly receive from our customers. Siloed applications and media breaks between these applications are still the main cause slowing down knowledge workers in their productivity. This finding shows how important it is that RPA products provide both top-notch user interface (UI) automation capabilities as well as the pre-built native integrations for enterprise applications which are mostly applied for specific high-volume use cases. 2. Standardizing processes as part of an SAP S/4HANA migration Next, 40.5% of those surveyed stated standardizing processes as part of an SAP S/4HANA migration as the second most important strategy. I recommend customers use the momentum of an SAP S/4HANA implementation (no matter whether it is a greenfield or brownfield migration) for both standardizing processes as well as introducing RPA for automation needs in the new SAP S/4HANA environment. By doing so, customers benefit in four ways: 1. Increase the overall employee productivity and maximize ROI of the migration project 2. Reduce data entry errors and achieve data consistency 3. Increase the user acceptance for the new SAP S/4HANA system 4. Introduce automation and increase user adoption of RPA 3. Configuring and executing bots to automate processes The introduction of RPA in general and using software robots to automate processes ranks as number three of answers, given by 40% of respondents. On this specific response, the survey did not go into more detail. It would have been interesting to also know whether respondents are purely deploying bots on a departmental level or whether they have implemented a hyperautomation strategy for the complete enterprise (or are working on it). While departmental bots and smaller automation projects can help to speed up specific core processes and demonstrate quick wins, making automation a company-wide goal and inspiring all employees to both identify and implement automation ideas will: Boost the ROI of your automation project Improve your company’s agility Make your customers happier (and your competition look outdated) If you want to learn more about hyperautomation, I recommend reading our article Are You Ready for Hyperautomation? Top requirements and capabilities for successful automation The next questions in the SAPinsider survey were geared towards finding out which priorities customers have set when it comes to automation product features and general requirements for successful automation projects. 1. Flexibility of automation solutions and quick implementation The number one requirement for process automation solutions with 82% of respondents is flexibility of automation solutions and the ability to implement automation quickly. Customers do not want to spend as much time automating processes as they would otherwise need for manual tasks or a traditional integration. They also don’t want to constantly fix and repair bots as this would mean losing the benefits of automation. This comes as no surprise and is well aligned with our UiPath product strategy . UiPath has made strong investments over the past years to achieve exactly this for our customers. And this is how we did it: Citizen developers : We introduced a new version of our design product for citizen developers called UiPath StudioX . This simplified tool allows business users to create their own automations without involvement of an RPA developer. If you are moderately trained, you can create automations on your own. We also have the Citizen Developer Foundation training (free and available to the public) through UiPath Academy. UiPath Action Center : If you have processes that require human intelligence and decision making skills you can still automate the mundane part of your process (via UiPath Action Center) and include humans for decision making or exception handling as part of the process. UiPath AI Fabric : With a tight integration of machine learning models , UiPath AI Fabric allows you to create more robust and flexible automations with added intelligence. 2. Transparency into operational processes and bottlenecks A still impressive 75% of respondents chose transparency into operational processes and bottlenecks as the second most important requirement for their selection of automation tools. The reason for this is clear - process transparency points you directly at automation potential. When you introduce automation as a broader strategic concept, you want to be able to achieve two key results: Identify the processes that matter the most (those that are used most frequently and that slow your organization down the most). Measure how your manual and automated processes perform and where you achieve the biggest benefits. For identifying those core processes, we offer UiPath Process Mining with an even better SAP integration since 2020.8 . For tracking, measuring, and forecasting the performance of your entire automation program, we offer UiPath Insights to demonstrate the automation program ROI. Summary The results of the survey show very impressively how more and more SAP customers are deploying automation with RPA and beyond. Get a free copy of the survey results and report . RPA and process mining have moved from futuristic technologies for a few early adopters to widely used enterprise software products which support SAP customers on their journey to digital transformation, maximized process efficiency and a more fulfilling work-life. This is a companion discussion topic for the original entry at https://www.uipath.com/blog/automation/process-automation-sap-s4hana-sapinsider-survey-results",1139,1,0,1,0,0,0,0,1,1,0,1,1,4
uipath_forum,"""SAP S/4HANA"" ""UiPath""",99942,274827,https://forum.uipath.com/t/sap-s-4-hana-integration-with-uipath/99942/1,SAP S/4 Hana Integration with UiPath,2019-03-06T03:28:42.372Z,aa66a02ae248d502,0,2106,,"Hi all, My client is currently looking into adopting UiPath in their current finance and inventory management with SAP R/2. Down the road my client is going to upgrade their SAP to S/4 Hana in 2Q2019. I wonder if anything we should be aware of when integrating UiPath with SAP S/4 Hana? Anything we should or should not do with UiPath and S/4 Hana? Any comments? Thanks, KS",72,0,0,1,0,0,0,0,0,0,1,0,0,1
uipath_forum,"""SAP S/4HANA"" ""UiPath""",99942,952284,https://forum.uipath.com/t/sap-s-4-hana-integration-with-uipath/99942/2,SAP S/4 Hana Integration with UiPath,2021-05-12T19:33:53.756Z,6eb1bf40a7b9a396,0,2106,,Thanks for posting this. Are there any ideas/updates on this?,11,0,0,1,0,0,0,0,0,0,0,0,0,0
uipath_forum,"""SAP S/4HANA"" ""UiPath""",99942,953218,https://forum.uipath.com/t/sap-s-4-hana-integration-with-uipath/99942/3,SAP S/4 Hana Integration with UiPath,2021-05-14T11:57:14.493Z,f7e1042ac257b1b3,0,2106,,"@Kinnovate_Solutions & @mail2jikku The latest and greatest news on SAP and our offering for SAP S/4HANA can be found here: uipath.com SAP Automation - Maximize your SAP Investment | UiPath Discover how SAP software and UiPath RPA creates new opportunities to streamline productivity. Leverage RPA to make SAP the centerpiece of your tech stack. Best regards, Lev",56,1,0,1,0,0,0,0,0,0,0,1,0,1
uipath_forum,"""SAP S/4HANA"" ""UiPath""",99942,954641,https://forum.uipath.com/t/sap-s-4-hana-integration-with-uipath/99942/4,SAP S/4 Hana Integration with UiPath,2021-05-17T11:57:33.225Z,bbc5e661e106c6dc,0,2106,,This topic was automatically closed 3 days after the last reply. New replies are no longer allowed.,17,0,0,1,0,0,0,0,0,0,0,0,0,0
uipath_forum,"""SAP S/4HANA"" ""UiPath""",333580,1001236,https://forum.uipath.com/t/debunking-rpa-myths-getting-started-with-automation-is-not-difficult/333580/1,Debunking RPA Myths: Getting Started with Automation is Not Difficult,2021-07-29T19:46:01.021Z,bbc5e661e106c6dc,0,552,,"Despite living in the year 2019, in a world of digitization and automation, your organization is probably spending a significant amount of time doing tasks manually. The following are some real-life things that are likely going on in your organization: At the beginning of each month, your finance department manually collects data from several independent systems and puts the data into Excel files—which the team then uses to compare figures and make necessary edits by hand. When a service or product is updated, the person responsible for product information migrates the updated data by transferring it field by field from the source file into your enterprise resource planning (ERP) software, using the tried and tested copy-paste method. If there is a new employee starting her career at your company, all her employment-related data is copied manually from your human resources (HR) system into all other solutions she will need in performing her everyday tasks. When your sales team acquires a new client, they move the necessary customer data from your customer relationship management (CRM) system into your ERP via the clipboard – manually, of course! When you are ready to deliver a product to a client, you carefully fill an Excel sheet column by column for your logistics management, only so that in a couple of days’ time you will receive an updated version of the same Excel sheet which you then bring back to the ERP. (Yes, you guessed it—by hand!) This tedious list could go on and on. It sounds truly incredible, doesn’t it? We live in an age of digitalization and automation, but we have companies operating like this! Completing critical processes in very manual ways isn’t an issue at just a few companies, but at the majority of companies—very likely the one you work at as well. Our corporate world is chock-full of inefficient business processes that stem from obsolete practices, inflexible systems, failed transformation projects, and projects that never even began because of their exorbitant price tags. These inefficient processes result in people using valuable hours every day to perform tasks that could quite easily be automated by using suitable technology. Some companies reject automation as a solution because they think automation is going to be too difficult. Systems against automation? So, what exactly is it about automation that makes some people concerned it will be burdensome? Let’s go back to our first example. How did your company drift into a model of working that requires so much manual labor? To remain competitive in today’s competitive landscape, companies must adapt to changes arising from various factors including customer behavior, evolving markets, innovative business models and services, corporate mergers and acquisitions, and regulation and legislation. For a company to survive, it needs to react to these changes—and do so quickly! Even though a company might have well-defined processes, a highly-educated staff, and problem-free information technology (IT) systems, the constant change in the business’ environment keeps pushing the goalposts. While business processes and staff might adapt and evolve relatively quickly, system changes tend to take time. Changes in IT systems are tricky because they require alterations to both internal aspects in the system and to integrations with external ones. Additionally, legacy systems pose a challenge by being difficult to adapt and integrate with newer systems. Even modern, out-of-the-box solutions tend to require a significant amount of planning, building, testing, and resources to get the process working in the desired way. We don’t live in a perfect world. Even if a system change is possible, its costs are not astronomical, and it doesn’t take too much tailoring, changing systems can still be too time-consuming. Other times, the surrounding business environment changes again before the system change reaches its goal. The “automation first” era is here—RPA brings agility “Unless you are able to automate, you are digging yourself into a hole.” Forrester’s recent 2019 predictions report on business automation echoed the same sentiment: the report makes it clear the automation first era is now and predicts numerous ways automation will continue to drive new business value. If you find yourself thinking, “yes, we tried automation but the systems prevented us from succeeding,” you’re not alone. Fortunately, there is a way to advance automation without major system changes. According to the smart folks at Forrester , Robotic Process Automation (RPA) is the key to achieving much-needed agility in automating business processes. In practice, RPA means automating a business process (or a part of the process) via software robots. RPA allows businesses to automate a recurring, manual process so that building and maintaining the process is both easy and cost-effective. In my opinion, the biggest benefits of RPA can be found in those situations where a manual process has never been automated at all. RPA is not system-dependent, which enables companies to automate their processes in an agile and efficient way—and most importantly at a speed that is up to the velocity of business. RPA is the right fit for operative processes Even though RPA brings a multitude of benefits, it is no magic bullet. If a process is not 100% electronic, if it cannot be standardized, or if it requires contingent decision-making, RPA alone may not provide a complete solution . RPA truly shines in processes that are predictable, constant, mature and repeatable. In my opinion, the process needs to be fully electronic and manual, and it helps if it has a sufficient number of activities. In practice, this encompasses a wide variety of operational processes in a company: for example, in sales, marketing, production, product development, finance, purchasing, human resources (HR), and IT. How to get started with RPA The greatest thing around RPA is that it is not rocket science. Not even close! Implementing RPA is very practical and pragmatic. Typically, choosing where to start and which processes to automate first are some of the hardest decisions. There can be so many important manual processes throughout an organization, it could be hard to prioritize which of those processes should be automated first. 'Low hanging fruit’ is often the best place to start when selecting which processes to automate—e.g. processes which are standard and predictive, have low variation, have high transaction rates, and are already matured in the organization. However, I don’t advise starting with the largest and most complex processes. Instead, I suggest selecting smaller and simpler manual processes to start testing RPA implementation. Keeping a backlog list of process initiatives is a good way to start managing the automation roadmap. After the first processes to automate have been decided, in my experience, implementation follows this approach: 1. Prepare for automation 2. Analyze and design automation 3. Implement and test the automations 4. Deployment and production startup In the first phase, things such as assigning process subject matter experts (SMEs), gathering process documentation and user guides, setting up credentials, and initializing the robotic environment are executed. The second phase concentrates on walking through the processes, replicating the process execution, identifying process changes necessary for automation, clarifying and listing process deviations, and documenting the plan for automation. In the third phase, automation is implemented, errors/deviation conditions are settled, the process design is updated, implementation is properly documented, and integration and acceptance testing are carried out. The last phase activities are related to the deployment and production startup such as training users, communications, production assurance, operational models, and early-life support. Finally, the robotic production startup is executed. Depending on process complexity the whole chain can take a few weeks, but the rule of the thumb is that the first implementation (a pilot) should take less than two months. A small step for RPA, a giant leap for…everyone! I have had the chance to discuss the possibilities of RPA with many of my clients. Most of them see the possible benefits of RPA, but occasionally I face skeptics. Most of the RPA skeptics I talk to can be divided into two categories: on the one hand, IT professionals sometimes feel that RPA is a “dirty” way of achieving integration, and on the other hand, some business decision-makers feel that RPA can only be used to automate Excel sheets in accounting. Contrary to those beliefs, I’ve seen first-hand how RPA can play a major role in automating processes that have been built on legacy systems. RPA is beneficial during transition periods when a company is moving from an old system or process towards a new one. Related read: Accelerate Your SAP S/4HANA Migration with RPA This example is just the tip of the iceberg when it comes to the areas where RPA is useful! The real payoff lies deeper: in the business itself. Just think about the different overlapping tasks that occur across various departments within your organization: in customer management, product management, ordering, delivery, vendor management, invoicing and reimbursing, purchasing, logistics, reporting, accounting, and employee management. How many manual copy-paste tasks can you find in those departments? Would now be the right time to take the bold step and enter the automation first era in an easy way? Learn more about how to get started with RPA and plan for a successful automation journey. Editor’s note: this is a guest post. Views represented in this blog post belong to the author and are not necessarily representative of UiPath. This is a companion discussion topic for the original entry at https://www.uipath.com/blog/rpa/robotic-process-automation-myths",1606,1,0,1,0,0,1,1,1,1,0,1,0,5
uipath_forum,"""SAP S/4HANA"" ""UiPath""",333584,1001240,https://forum.uipath.com/t/4-key-takeaways-from-sapphire-now-2019/333584/1,4 Key Takeaways from SAPPHIRE NOW 2019,2021-07-29T19:46:02.122Z,bbc5e661e106c6dc,0,610,,"Last week wrapped up the 2019 SAPPHIRE NOW and ASUG Annual Conference . Now that I’m back home and have had an opportunity to reflect on the conference, I wanted to share what I consider the key takeaways from this year’s SAP conference. 1. Employee and customer experience are equally important “Experience is now the organizing principle of the global economy.” Bill McDermott, CEO, SAP McDermott spoke about the importance of experience in the keynote presentation on the first day of the conference. Ryan Smith, CEO of Qualtrics, joined McDermott onstage to announce “SAP Experience Management solutions” and the ability to have operational data and “experience data” in a central location to help guide all business decisions. At UiPath, the importance of excellent employee and customer experiences is built into our company culture. Improving customer and employee experiences are also a key benefit of Robotic Process Automation (RPA), so it was exciting to see these as themes carried throughout the 2019 SAPPHIRE NOW conference. Our own Tanja Breitling-Zboril, Global SAP Alliance Manager, and Dave Marcus, Vice President of Product and Alliance Management, presented “ How to Improve Customer and Employee Experience Across the Enterprise with RPA ” on the second day of the conference. Tanja referenced the experience management points made in the SAP keynote and walked the audience through examples of how organizations can improve employee and customer experience across the enterprise with RPA. One example was a contact center and improving the customer experience by using RPA to speed up resolution time. Contact centers still have a lot of manual processes and automation of those processes frees employees from tedious tasks to focus on the customer. The employees are happier and the customers are happier—it’s a win-win! 2. RPA is maturing and awareness is increasing Over the last few years, I’ve heard automation and RPA enter into an increasing number of conversations at the SAPPHIRE NOW conferences. In previous years, the conversations were more introductory-level with questions about what RPA is and why it matters. RPA is maturing as a market and the SAPPHIRE conversations I heard on the floor and at the UiPath booth reflected this evolution. Most people knew what RPA is and their questions were based around how to get started with RPA or how to scale RPA within their enterprise. Participants and exhibitors at this year’s conference not only knew and were enthusiastic about RPA but also already knew about UiPath. People mentioned having seen UiPath as an RPA leader in industry analyst reports (such as Forrester Wave™: Robotic Process Automation ) and others were eager to hear how our recent Series D funding would further accelerate the UiPath Platform. 3. Excitement around RPA continues to grow I noticed more than an increased awareness of what RPA is and what it can help intelligent enterprises accomplish; this year at SAPPHIRE NOW the excitement level around RPA was palpable. ![Param-Kahlon-RPA-SAPPHIRE-NOW](upload://lkvZQKmcvqTQY80VQi1TkGje0S8.jpeg) Our Chief Product Officer, Param Kahlon, during his conference presentation “Robotic Process Automation: The New Enterprise Superpower.” There was a steady stream of visitors to the UiPath booth throughout each day of the conference. RPA presentations had full audiences and many had standing-room only. ![ashim-gupta-uipath-sapphire-now](upload://rsZcO56xJ114dpzU14Y8b1btKsi.jpeg) Our Chief Customer Success Officer, Ashim Gupta, giving his presentation “Using RPA to Transform Your Finance Department.” Following UiPath presentations, people in the audience followed presenters back to our booth to see in action what they had just learned about. It took persuading to talk some non-technical business users into stepping up to the “build your own Robot” station at the UiPath booth, but once there, they were proud to be able to create their own UiPath automation and surprised it was possible without coding skills. Many of the conference attendees on the more technical side of the house were still in the research stage of determining the most efficient and economical way to migrate to SAP S/4HANA by the 2025 deadline. Their faces lit up at the realization that Robots could be used to accelerate the S/4HANA migration and then reused post-migration to automate business-critical processes and improve day-to-day operational efficiency. 4. Beyond SAP: End-to-end process automations are key This was something I saw across the conference, starting with the keynote presentation the first morning of the conference, in which McDermott discussed SAP focus points for the upcoming year and one was providing end-to-end solutions to enable integrated business planning. While many of the demonstrations provided by our pre-sales team at the UiPath booth focused on using RPA for SAP systems , conference attendees wanted to understand UiPath integration capabilities with both SAP and non-SAP systems. The conference targeted SAP customers, but virtually no business process is exclusively SAP-based. Therefore, end-to-end process automation is critical to obtain the highest return on investment (ROI) from RPA . Thank you for a great conference While this year was the first year UiPath was at the SAPPHIRE NOW conference, I’ve been attending the annual SAP conference for many years, which gave me a unique perspective when considering my key takeaways from this year’s conference. I also want to say “thank you” for the warm welcome to all who attended our presentations, visited our booth, and to the UiPath Business Partners who gave presentations and demonstrations at the UiPath booth. You can also check out this great recap video from our engineers who manned the UiPath booth during the conference: Get the latest information about how UiPath and SAP work together on our SAP automation web page . This is a companion discussion topic for the original entry at https://www.uipath.com/blog/automation/sapphire-now-2019-key-takeaways",972,1,0,1,0,0,0,0,0,0,0,0,1,1
uipath_forum,"""SAP S/4HANA"" ""UiPath""",812313,1877965,https://forum.uipath.com/t/accelerating-sap-s-4hana-migration-with-ai-powered-test-automation-the-quidelortho-approach/812313/1,Accelerating SAP S/4HANA Migration with AI-Powered Test Automation: The QuidelOrtho Approach,2025-01-10T09:43:23.656Z,54e345c02cf37ac6,0,69,,"Event type (please select 1 item) Speaker - UiPath Conferenece (DevCon, Forward, etc.) Description Join Bhaskar Bulusu, SAP Lead at QuidelOrtho; Amit Tiwari, VP of Technology and Head of Digital Practice at The Silicon Partners; and Lev Kushnir, Senior Director of Product Management at UiPath to discover how QuidelOrtho is leveraging AI-powered capabilities to revolutionize testing and automation for a faster transition to SAP® S/4HANA. Learn how a standardized data architecture is enabling the extension of automation and driving AI innovation across the business, setting a new benchmark for efficiency and innovation. Plus, you’ll hear about QuidelOrtho’s plans to expand test automation to other critical projects. Link uipath.com FORWARD + TechEd Agenda | UiPath Find out what's on the agenda for FORWARD and TechEd, including breakout sessions, speakers lineup, lunch and topic roundtables and valuable networking opportunities. Date 2024-10-24 Related UiPath products (please select up to 2 products) IT Automation Test Suite",157,1,0,1,0,0,0,0,0,1,0,0,0,1
uipath_forum,"""SAP S/4HANA"" ""UiPath""",514258,1424339,https://forum.uipath.com/t/edf-renewables-automates-90-of-their-sap-testing-with-uipath-test-suite/514258/1,EDF Renewables Automates 90% of Their SAP Testing with UiPath Test Suite,2023-02-06T15:27:42.329Z,bbc5e661e106c6dc,0,758,,"To build a robust application, regression testing is critical. And using modern automated testing technologies provides the best benefits possible. For SAP® applications and SAP S/4HANA migration processes, it's especially crucial to automate testing. Why? Automated testing for SAP can: Ensure the quality of critical business processes Streamline testing cycles Improve testing accuracy Along with these enhancements, SAP testers can leverage automated testing to streamline their day-to-day responsibilities and activities. Examples include: Saving time on tedious tasks such as data entry and reporting Achieving data consistency across various systems Minimizing errors that arise from manual entries and efforts Identifying key automatable processes that provide the fastest and biggest impact to the enterprise There's one platform on the market that can address all these needs, including offering enterprise-wide automation and scalability across platforms: UiPath Business Automation Platform. UiPath Platform includes production-grade, low-code automation and artificial intelligence (AI) capabilities. And it powers Test Suite , a resilient testing solution. In 2022, one of our customers surfaced as an exemplary model for using Test Suite to transform their SAP testing practices. What made them stand out? In this blog post, we’re sharing how EDF Renewables, a global renewable energy leader and independent power producer, has been so innovative with their SAP testing. EDF Renewables: automating everything SAP Before diving into their test automation journey, EDF Renewables faced the challenge of performing manual daily regression testing for key processes within SAP. This manual testing resulted in long and tedious testing cycles and delivery bottlenecks. ""We wanted an automated testing tool that has a high level of efficiency and can achieve results with great speed as well,” said Sameer Band, SAP Architect at EDF Renewables. “So, we looked out into the market, zeroed in on UiPath, and got help from The Silicon Partners. And they have been guiding us ever since.” In partnership with The Silicon Partners, EDF Renewables leveraged UiPath Test Suite to automate their daily regression testing of critical business processes within SAP. Using a library of 250 prebuilt test scripts for SAP test automation, EDF Renewables employed best practices powered by test workflows and robotic process automation (RPA) capabilities (all available on the UiPath Platform). These best practices included an SAP automated testing framework featuring test scripts, test coverage, test data, test results, test evidence, and deployment. With this framework in place, EDF Renewables targeted specific process areas within SAP to deploy test automation robots, including: Financial accounting Quality management Materials management Production planning Sales and distribution Human capital management (SAP SuccessFactors) results before and after UiPath test automation EDF Renewables 2840×1600 251 KB Source: ""Automate Everything: (A)SAP​ Processes, Tests, and Migrations"" session at UiPath FORWARD 5 ""It's important to create evidence which can support the business or the change management team where they don't have to depend on any manual effort to approve those tests,” noted Amit Tiwari, Vice President of Technology and Head of Digital Practice at The Silicon Partners. “You can move from one environment to the other environment simultaneously and into production."" EDF Renewables also used Test Suite for additional key testing opportunities, such as for SAP upgrades. Everything used to be all manual and with this project we achieved close to 90% automation rate, which is absolutely amazing. Our deployment cycle used to take two to three weeks, and now the entire process takes just two to three hours because UiPath Test Suite has streamlined the way we configure and test. Sameer Band, SAP Architect, EDF Renewables Notably, EDF Renewables achieved this 90% automation rate within five months —a testament to Test Suite’s ease of use and significant impact. They also reduced costs by 70–80% and increased their release speed by 6x . ""In five months, we were able to automate the whole process of deployment and releasing, inclusive of test automation, which includes all of the business processes,” said Sameer. Up next What’s next for EDF Renewables in their test automation journey? Looking forward, EDF Renewables plans to use Test Suite for their SAP S/4HANA migration efforts, as well as for RPA testing. Interested in diving deeper into EDF Renewables’ SAP testing success story? Register for our 'Best of Test' Bundle to watch the session recording of EDF Renewables and The Silicon Partners. Feeling inspired by EDF Renewables? Try UiPath Business Automation Platform for free , including access to UiPath Test Suite capabilities. See firsthand how the UiPath Platform can transform your SAP testing practices. This is a companion discussion topic for the original entry at https://www.uipath.com/blog/product-and-updates/edf-renewables-automates-sap-testing-with-uipath-test-suite",781,1,0,1,0,0,0,0,0,1,1,1,0,3
uipath_forum,"""SAP S/4HANA"" ""UiPath""",341999,1022929,https://forum.uipath.com/t/uipath-technology-integration-series-2/341999/1,📢 UiPath Technology Integration Series 2,2021-09-02T07:14:33.274Z,b3ea4a1ab7f1b5a1,0,1179,,"Overall event banner_1200x628_TW (1) 1200×628 696 KB It’s high-time to power up enterprise technology through automation! UiPath RPA has all the benefits of a versatile platform that can be used alongside many other technologies to achieve desired results. To help you understand how you can get better output, we are conducting* UiPath Tech Integrations Series *2. We will showcase integration capabilities with Workday, SAP, Microsoft, Salesforce, ServiceNow, and more Check out our following sessions line-up for September and October, on your preferred timezone 10 am PST or 13:00 pm GMT Sessions Quickly drive secure and robust automations for Workday Automate SAP S/4HANA business processes across all user interfaces Better together: How to integrate UiPath into your Microsoft Environment Automation though APIs with the new UiPath Integration Service RSVP Here for 10 am PST ( Best suited US Timezone) RSVP Here 13:00 pm GMT ( Best suited EMEA / APAC Timezone) Happy Automation!",156,1,0,1,0,0,0,0,0,0,0,0,0,0
uipath_forum,"""SAP S/4HANA"" ""UiPath""",341999,1025561,https://forum.uipath.com/t/uipath-technology-integration-series-2/341999/2,📢 UiPath Technology Integration Series 2,2021-09-06T13:33:35.121Z,63a27b1a05c90477,0,1179,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0
